INSTANCE_SIZE
100;5
PROCESSING_TIMES
1;-1;33;-1;28;-1
2;10;11;20;15;-1
3;71;96;84;65;101
4;-1;11;-1;13;12
5;49;43;36;40;72
6;11;19;17;20;18
7;88;76;-1;91;-1
8;36;26;-1;29;-1
9;52;-1;-1;57;49
10;-1;21;9;11;17
11;7;-1;6;-1;4
12;9;12;13;6;-1
13;-1;48;22;28;46
14;17;13;23;-1;-1
15;17;18;16;16;21
16;7;5;7;7;5
17;20;18;11;12;19
18;95;90;104;-1;63
19;-1;-1;48;-1;30
20;11;7;5;6;11
21;58;62;48;31;49
22;20;-1;36;37;38
23;-1;-1;-1;12;15
24;-1;-1;18;-1;24
25;6;4;5;4;-1
26;5;8;4;4;8
27;38;17;39;19;18
28;39;60;-1;63;-1
29;48;41;27;-1;28
30;27;13;-1;-1;13
31;42;-1;32;52;41
32;38;29;51;38;47
33;80;68;-1;48;-1
34;99;101;54;79;58
35;33;34;18;20;16
36;-1;-1;67;-1;48
37;-1;20;16;-1;21
38;35;-1;52;53;-1
39;8;10;5;7;11
40;55;77;45;38;43
41;-1;-1;22;19;21
42;72;47;93;44;54
43;16;18;13;15;-1
44;-1;24;-1;39;-1
45;76;74;-1;84;89
46;11;11;11;11;14
47;24;36;26;34;31
48;18;15;13;-1;-1
49;16;19;29;21;18
50;25;-1;16;24;-1
51;69;64;67;42;46
52;67;-1;71;-1;40
53;9;12;8;13;-1
54;-1;-1;51;55;48
55;5;-1;7;-1;3
56;-1;-1;17;-1;14
57;24;15;-1;-1;28
58;19;23;20;22;24
59;-1;-1;34;41;31
60;-1;4;8;4;6
61;13;-1;-1;-1;19
62;42;31;-1;39;52
63;76;80;63;54;69
64;-1;40;-1;30;31
65;-1;28;-1;-1;24
66;54;35;-1;39;-1
67;-1;-1;15;-1;24
68;28;26;27;29;17
69;30;36;33;50;33
70;33;70;49;-1;-1
71;29;-1;-1;21;27
72;-1;-1;7;-1;7
73;-1;64;77;-1;44
74;-1;-1;25;40;38
75;31;27;23;32;33
76;-1;4;-1;6;-1
77;-1;40;55;-1;46
78;-1;9;14;-1;-1
79;18;20;11;21;22
80;40;-1;37;-1;-1
81;18;25;17;-1;30
82;8;-1;-1;9;8
83;-1;-1;5;9;-1
84;56;-1;-1;55;45
85;-1;48;44;51;-1
86;22;43;-1;24;36
87;7;-1;-1;8;14
88;20;-1;29;31;33
89;-1;11;19;19;15
90;10;10;7;-1;11
91;19;32;44;24;-1
92;13;-1;10;-1;-1
93;12;17;12;17;19
94;-1;20;35;-1;-1
95;48;30;47;28;27
96;12;25;17;-1;-1
97;5;7;4;7;6
98;52;-1;-1;-1;53
99;16;16;-1;26;14
100;-1;11;19;11;-1
CAPABLE_MACHINES
1;0;1;0;1;0
2;1;1;1;1;0
3;1;1;1;1;1
4;0;1;0;1;1
5;1;1;1;1;1
6;1;1;1;1;1
7;1;1;0;1;0
8;1;1;0;1;0
9;1;0;0;1;1
10;0;1;1;1;1
11;1;0;1;0;1
12;1;1;1;1;0
13;0;1;1;1;1
14;1;1;1;0;0
15;1;1;1;1;1
16;1;1;1;1;1
17;1;1;1;1;1
18;1;1;1;0;1
19;0;0;1;0;1
20;1;1;1;1;1
21;1;1;1;1;1
22;1;0;1;1;1
23;0;0;0;1;1
24;0;0;1;0;1
25;1;1;1;1;0
26;1;1;1;1;1
27;1;1;1;1;1
28;1;1;0;1;0
29;1;1;1;0;1
30;1;1;0;0;1
31;1;0;1;1;1
32;1;1;1;1;1
33;1;1;0;1;0
34;1;1;1;1;1
35;1;1;1;1;1
36;0;0;1;0;1
37;0;1;1;0;1
38;1;0;1;1;0
39;1;1;1;1;1
40;1;1;1;1;1
41;0;0;1;1;1
42;1;1;1;1;1
43;1;1;1;1;0
44;0;1;0;1;0
45;1;1;0;1;1
46;1;1;1;1;1
47;1;1;1;1;1
48;1;1;1;0;0
49;1;1;1;1;1
50;1;0;1;1;0
51;1;1;1;1;1
52;1;0;1;0;1
53;1;1;1;1;0
54;0;0;1;1;1
55;1;0;1;0;1
56;0;0;1;0;1
57;1;1;0;0;1
58;1;1;1;1;1
59;0;0;1;1;1
60;0;1;1;1;1
61;1;0;0;0;1
62;1;1;0;1;1
63;1;1;1;1;1
64;0;1;0;1;1
65;0;1;0;0;1
66;1;1;0;1;0
67;0;0;1;0;1
68;1;1;1;1;1
69;1;1;1;1;1
70;1;1;1;0;0
71;1;0;0;1;1
72;0;0;1;0;1
73;0;1;1;0;1
74;0;0;1;1;1
75;1;1;1;1;1
76;0;1;0;1;0
77;0;1;1;0;1
78;0;1;1;0;0
79;1;1;1;1;1
80;1;0;1;0;0
81;1;1;1;0;1
82;1;0;0;1;1
83;0;0;1;1;0
84;1;0;0;1;1
85;0;1;1;1;0
86;1;1;0;1;1
87;1;0;0;1;1
88;1;0;1;1;1
89;0;1;1;1;1
90;1;1;1;0;1
91;1;1;1;1;0
92;1;0;1;0;0
93;1;1;1;1;1
94;0;1;1;0;0
95;1;1;1;1;1
96;1;1;1;0;0
97;1;1;1;1;1
98;1;0;0;0;1
99;1;1;0;1;1
100;0;1;1;1;0
