INSTANCE_SIZE
100;5
PROCESSING_TIMES
1;77;78;72;-1;53
2;19;41;25;-1;21
3;46;-1;-1;52;-1
4;39;68;-1;65;-1
5;13;15;8;7;7
6;19;11;10;12;10
7;-1;32;35;46;40
8;5;-1;6;3;4
9;-1;19;18;-1;16
10;-1;17;-1;14;10
11;37;-1;-1;-1;52
12;24;16;-1;-1;11
13;-1;66;-1;59;-1
14;-1;9;10;-1;-1
15;20;10;21;14;17
16;7;10;7;10;7
17;-1;41;25;-1;-1
18;-1;83;73;61;98
19;6;-1;11;7;9
20;13;24;12;19;13
21;27;13;-1;23;12
22;15;27;21;12;26
23;-1;25;15;14;-1
24;20;-1;-1;17;-1
25;-1;68;49;-1;-1
26;99;87;-1;-1;-1
27;14;22;24;18;12
28;20;10;-1;-1;11
29;31;21;21;-1;42
30;78;68;42;52;78
31;-1;7;6;-1;-1
32;51;-1;-1;50;36
33;10;17;18;12;19
34;6;7;5;7;7
35;35;37;-1;40;41
36;-1;25;37;45;-1
37;11;14;11;17;-1
38;-1;29;-1;29;-1
39;-1;-1;32;-1;20
40;-1;-1;14;18;-1
41;18;-1;13;-1;-1
42;-1;6;-1;-1;10
43;65;74;53;51;111
44;35;62;36;41;59
45;14;11;14;16;22
46;11;-1;-1;9;-1
47;57;38;-1;71;52
48;-1;95;79;-1;-1
49;-1;63;73;63;-1
50;11;-1;22;19;24
51;12;10;9;17;-1
52;16;31;21;-1;28
53;14;10;10;13;11
54;18;12;14;22;21
55;9;12;-1;-1;15
56;30;-1;17;-1;30
57;6;8;9;-1;-1
58;-1;-1;48;57;-1
59;12;18;13;15;18
60;21;34;38;45;24
61;28;46;-1;62;43
62;8;-1;-1;-1;17
63;-1;-1;-1;55;30
64;26;20;-1;34;20
65;37;40;24;40;41
66;-1;-1;7;7;13
67;11;12;12;10;9
68;57;43;60;-1;-1
69;23;24;23;-1;17
70;13;-1;15;-1;12
71;-1;27;-1;37;36
72;-1;29;-1;17;-1
73;-1;29;36;34;34
74;11;-1;-1;19;-1
75;7;6;-1;13;10
76;40;23;24;37;34
77;9;8;13;14;9
78;31;-1;-1;-1;19
79;-1;14;12;12;9
80;29;20;-1;15;18
81;31;23;41;40;35
82;-1;4;-1;-1;7
83;-1;16;-1;17;10
84;31;-1;31;46;-1
85;5;-1;-1;-1;7
86;7;7;5;-1;-1
87;34;-1;54;35;31
88;39;35;-1;37;-1
89;-1;27;33;-1;-1
90;37;-1;28;21;-1
91;5;10;-1;-1;4
92;22;-1;25;20;17
93;-1;39;27;36;-1
94;7;11;5;9;9
95;7;3;5;4;4
96;41;-1;-1;40;-1
97;39;-1;-1;-1;38
98;-1;7;5;8;6
99;36;54;39;38;39
100;7;5;9;-1;-1
CAPABLE_MACHINES
1;1;1;1;0;1
2;1;1;1;0;1
3;1;0;0;1;0
4;1;1;0;1;0
5;1;1;1;1;1
6;1;1;1;1;1
7;0;1;1;1;1
8;1;0;1;1;1
9;0;1;1;0;1
10;0;1;0;1;1
11;1;0;0;0;1
12;1;1;0;0;1
13;0;1;0;1;0
14;0;1;1;0;0
15;1;1;1;1;1
16;1;1;1;1;1
17;0;1;1;0;0
18;0;1;1;1;1
19;1;0;1;1;1
20;1;1;1;1;1
21;1;1;0;1;1
22;1;1;1;1;1
23;0;1;1;1;0
24;1;0;0;1;0
25;0;1;1;0;0
26;1;1;0;0;0
27;1;1;1;1;1
28;1;1;0;0;1
29;1;1;1;0;1
30;1;1;1;1;1
31;0;1;1;0;0
32;1;0;0;1;1
33;1;1;1;1;1
34;1;1;1;1;1
35;1;1;0;1;1
36;0;1;1;1;0
37;1;1;1;1;0
38;0;1;0;1;0
39;0;0;1;0;1
40;0;0;1;1;0
41;1;0;1;0;0
42;0;1;0;0;1
43;1;1;1;1;1
44;1;1;1;1;1
45;1;1;1;1;1
46;1;0;0;1;0
47;1;1;0;1;1
48;0;1;1;0;0
49;0;1;1;1;0
50;1;0;1;1;1
51;1;1;1;1;0
52;1;1;1;0;1
53;1;1;1;1;1
54;1;1;1;1;1
55;1;1;0;0;1
56;1;0;1;0;1
57;1;1;1;0;0
58;0;0;1;1;0
59;1;1;1;1;1
60;1;1;1;1;1
61;1;1;0;1;1
62;1;0;0;0;1
63;0;0;0;1;1
64;1;1;0;1;1
65;1;1;1;1;1
66;0;0;1;1;1
67;1;1;1;1;1
68;1;1;1;0;0
69;1;1;1;0;1
70;1;0;1;0;1
71;0;1;0;1;1
72;0;1;0;1;0
73;0;1;1;1;1
74;1;0;0;1;0
75;1;1;0;1;1
76;1;1;1;1;1
77;1;1;1;1;1
78;1;0;0;0;1
79;0;1;1;1;1
80;1;1;0;1;1
81;1;1;1;1;1
82;0;1;0;0;1
83;0;1;0;1;1
84;1;0;1;1;0
85;1;0;0;0;1
86;1;1;1;0;0
87;1;0;1;1;1
88;1;1;0;1;0
89;0;1;1;0;0
90;1;0;1;1;0
91;1;1;0;0;1
92;1;0;1;1;1
93;0;1;1;1;0
94;1;1;1;1;1
95;1;1;1;1;1
96;1;0;0;1;0
97;1;0;0;0;1
98;0;1;1;1;1
99;1;1;1;1;1
100;1;1;1;0;0
