INSTANCE_SIZE
50;5
PROCESSING_TIMES
1;-1;19;-1;17;22
2;21;24;24;26;19
3;47;69;64;-1;-1
4;79;-1;-1;63;-1
5;-1;13;12;-1;-1
6;-1;29;-1;-1;20
7;17;20;-1;-1;-1
8;75;79;74;-1;54
9;42;37;40;41;48
10;38;-1;-1;39;-1
11;-1;8;7;-1;8
12;-1;54;-1;55;-1
13;37;35;26;26;31
14;17;17;12;12;-1
15;49;-1;-1;55;-1
16;26;-1;22;26;24
17;48;-1;32;-1;-1
18;41;47;48;42;54
19;48;-1;32;38;34
20;62;-1;80;77;-1
21;-1;55;-1;-1;70
22;-1;42;40;39;38
23;-1;6;-1;8;6
24;45;38;44;36;44
25;8;9;11;9;10
26;7;5;7;7;5
27;12;18;-1;13;15
28;36;41;-1;-1;39
29;-1;13;13;-1;-1
30;63;50;60;55;-1
31;6;5;-1;5;6
32;64;-1;62;45;49
33;16;18;-1;-1;17
34;36;42;-1;38;35
35;7;8;-1;-1;-1
36;72;-1;70;89;-1
37;55;66;47;-1;-1
38;70;52;64;69;50
39;-1;-1;41;-1;34
40;10;-1;11;9;-1
41;17;12;-1;-1;-1
42;23;-1;-1;30;-1
43;19;-1;19;-1;14
44;30;31;43;40;39
45;-1;11;11;-1;12
46;73;80;-1;-1;82
47;-1;23;20;23;25
48;52;59;57;47;-1
49;60;45;50;46;49
50;56;73;72;58;62
CAPABLE_MACHINES
1;0;1;0;1;1
2;1;1;1;1;1
3;1;1;1;0;0
4;1;0;0;1;0
5;0;1;1;0;0
6;0;1;0;0;1
7;1;1;0;0;0
8;1;1;1;0;1
9;1;1;1;1;1
10;1;0;0;1;0
11;0;1;1;0;1
12;0;1;0;1;0
13;1;1;1;1;1
14;1;1;1;1;0
15;1;0;0;1;0
16;1;0;1;1;1
17;1;0;1;0;0
18;1;1;1;1;1
19;1;0;1;1;1
20;1;0;1;1;0
21;0;1;0;0;1
22;0;1;1;1;1
23;0;1;0;1;1
24;1;1;1;1;1
25;1;1;1;1;1
26;1;1;1;1;1
27;1;1;0;1;1
28;1;1;0;0;1
29;0;1;1;0;0
30;1;1;1;1;0
31;1;1;0;1;1
32;1;0;1;1;1
33;1;1;0;0;1
34;1;1;0;1;1
35;1;1;0;0;0
36;1;0;1;1;0
37;1;1;1;0;0
38;1;1;1;1;1
39;0;0;1;0;1
40;1;0;1;1;0
41;1;1;0;0;0
42;1;0;0;1;0
43;1;0;1;0;1
44;1;1;1;1;1
45;0;1;1;0;1
46;1;1;0;0;1
47;0;1;1;1;1
48;1;1;1;1;0
49;1;1;1;1;1
50;1;1;1;1;1
