INSTANCE_SIZE
100;8
PROCESSING_TIMES
1;-1;-1;-1;-1;16;17;-1;16
2;-1;38;48;28;-1;55;41;40
3;59;76;-1;-1;68;-1;53;-1
4;61;-1;45;54;43;35;53;59
5;-1;-1;-1;8;-1;-1;-1;14
6;-1;9;12;-1;-1;11;-1;-1
7;-1;52;60;-1;-1;55;47;-1
8;-1;41;-1;31;37;60;-1;34
9;-1;67;54;53;61;49;78;55
10;-1;-1;-1;-1;42;60;-1;-1
11;83;51;66;-1;-1;68;-1;43
12;50;63;29;-1;-1;37;-1;-1
13;-1;15;24;-1;-1;27;-1;14
14;29;20;28;43;41;26;39;30
15;35;-1;-1;-1;25;-1;-1;33
16;10;16;-1;17;11;13;-1;14
17;45;27;-1;-1;23;25;27;-1
18;4;8;-1;4;-1;-1;5;4
19;-1;40;37;-1;-1;-1;-1;-1
20;10;11;-1;-1;-1;-1;19;-1
21;35;27;42;24;21;37;24;40
22;-1;50;31;-1;29;-1;44;-1
23;4;-1;-1;-1;6;5;8;7
24;-1;20;17;-1;23;27;19;26
25;-1;12;-1;14;-1;-1;-1;-1
26;27;21;20;-1;-1;16;24;19
27;-1;35;33;34;44;37;37;-1
28;61;-1;-1;53;-1;31;-1;37
29;21;19;13;13;20;-1;11;15
30;-1;-1;53;50;-1;-1;66;-1
31;-1;15;-1;13;-1;-1;15;-1
32;-1;34;-1;41;-1;-1;-1;31
33;11;11;10;14;8;14;9;13
34;-1;-1;14;-1;-1;11;-1;-1
35;45;26;30;39;33;40;29;25
36;-1;29;24;-1;35;34;16;-1
37;24;-1;-1;19;20;-1;-1;-1
38;23;-1;29;32;-1;-1;39;30
39;8;17;9;17;11;9;14;9
40;-1;40;-1;-1;42;32;37;-1
41;8;10;7;11;10;-1;15;15
42;45;40;-1;-1;62;35;41;-1
43;-1;4;5;5;6;-1;6;5
44;31;32;27;31;15;30;30;34
45;12;-1;18;28;22;18;17;21
46;31;-1;58;46;38;-1;37;42
47;12;-1;20;17;10;17;11;-1
48;21;-1;27;16;37;24;23;21
49;17;-1;14;-1;-1;9;14;19
50;17;16;16;21;16;22;17;14
51;49;-1;32;-1;-1;41;29;-1
52;9;11;10;11;14;12;14;8
53;65;-1;-1;92;52;-1;-1;-1
54;-1;-1;-1;-1;10;-1;17;-1
55;-1;64;59;-1;41;49;53;56
56;28;32;-1;-1;45;50;-1;51
57;-1;-1;48;-1;-1;-1;37;35
58;52;-1;86;-1;57;-1;82;-1
59;95;84;52;-1;-1;57;56;-1
60;17;28;20;-1;24;25;19;30
61;-1;39;-1;36;-1;20;27;24
62;58;-1;40;-1;-1;-1;-1;-1
63;16;18;19;9;-1;9;-1;18
64;14;11;10;-1;10;8;11;10
65;47;-1;-1;42;71;39;-1;52
66;-1;-1;-1;-1;54;55;-1;-1
67;-1;5;6;11;7;10;-1;6
68;23;23;37;31;41;32;23;39
69;19;43;23;40;29;34;-1;43
70;36;29;-1;67;-1;-1;-1;-1
71;20;13;-1;9;13;13;20;18
72;21;22;30;-1;21;29;19;17
73;19;-1;-1;-1;-1;-1;-1;27
74;-1;19;13;13;17;25;-1;23
75;26;-1;-1;-1;24;37;-1;33
76;39;61;39;-1;32;53;64;-1
77;-1;-1;31;-1;22;-1;21;44
78;23;27;19;16;20;18;22;20
79;36;-1;-1;43;-1;47;-1;-1
80;56;44;61;-1;31;-1;-1;-1
81;35;27;18;15;23;29;28;26
82;28;-1;27;61;45;36;45;50
83;-1;-1;10;9;-1;-1;-1;13
84;12;16;24;20;-1;22;23;13
85;83;-1;-1;63;43;-1;90;78
86;4;-1;-1;-1;5;8;-1;9
87;15;13;9;16;18;11;21;16
88;37;-1;-1;28;50;-1;27;49
89;9;10;-1;11;6;10;11;5
90;27;16;-1;28;25;13;20;30
91;67;-1;46;35;60;70;35;46
92;28;48;40;-1;-1;58;32;30
93;52;76;77;55;39;56;56;36
94;52;45;52;58;41;67;-1;54
95;-1;-1;14;-1;-1;15;-1;19
96;43;-1;32;70;33;50;48;-1
97;42;26;40;-1;53;41;30;38
98;-1;-1;32;-1;38;-1;-1;-1
99;-1;-1;39;39;-1;-1;19;29
100;26;21;19;-1;24;31;25;28
CAPABLE_MACHINES
1;0;0;0;0;1;1;0;1
2;0;1;1;1;0;1;1;1
3;1;1;0;0;1;0;1;0
4;1;0;1;1;1;1;1;1
5;0;0;0;1;0;0;0;1
6;0;1;1;0;0;1;0;0
7;0;1;1;0;0;1;1;0
8;0;1;0;1;1;1;0;1
9;0;1;1;1;1;1;1;1
10;0;0;0;0;1;1;0;0
11;1;1;1;0;0;1;0;1
12;1;1;1;0;0;1;0;0
13;0;1;1;0;0;1;0;1
14;1;1;1;1;1;1;1;1
15;1;0;0;0;1;0;0;1
16;1;1;0;1;1;1;0;1
17;1;1;0;0;1;1;1;0
18;1;1;0;1;0;0;1;1
19;0;1;1;0;0;0;0;0
20;1;1;0;0;0;0;1;0
21;1;1;1;1;1;1;1;1
22;0;1;1;0;1;0;1;0
23;1;0;0;0;1;1;1;1
24;0;1;1;0;1;1;1;1
25;0;1;0;1;0;0;0;0
26;1;1;1;0;0;1;1;1
27;0;1;1;1;1;1;1;0
28;1;0;0;1;0;1;0;1
29;1;1;1;1;1;0;1;1
30;0;0;1;1;0;0;1;0
31;0;1;0;1;0;0;1;0
32;0;1;0;1;0;0;0;1
33;1;1;1;1;1;1;1;1
34;0;0;1;0;0;1;0;0
35;1;1;1;1;1;1;1;1
36;0;1;1;0;1;1;1;0
37;1;0;0;1;1;0;0;0
38;1;0;1;1;0;0;1;1
39;1;1;1;1;1;1;1;1
40;0;1;0;0;1;1;1;0
41;1;1;1;1;1;0;1;1
42;1;1;0;0;1;1;1;0
43;0;1;1;1;1;0;1;1
44;1;1;1;1;1;1;1;1
45;1;0;1;1;1;1;1;1
46;1;0;1;1;1;0;1;1
47;1;0;1;1;1;1;1;0
48;1;0;1;1;1;1;1;1
49;1;0;1;0;0;1;1;1
50;1;1;1;1;1;1;1;1
51;1;0;1;0;0;1;1;0
52;1;1;1;1;1;1;1;1
