INSTANCE_SIZE
100;8
PROCESSING_TIMES
1;30;31;29;-1;28;31;27;27
2;-1;-1;28;-1;32;28;-1;-1
3;5;5;6;5;-1;7;6;5
4;28;31;36;37;-1;32;-1;-1
5;10;14;11;16;16;15;12;13
6;50;-1;47;46;49;-1;-1;-1
7;16;19;19;-1;16;-1;-1;15
8;-1;21;15;-1;17;-1;-1;-1
9;-1;69;-1;63;59;76;-1;68
10;44;57;-1;43;46;47;-1;57
11;12;10;14;12;14;10;10;14
12;60;61;60;70;63;72;83;58
13;-1;-1;38;-1;-1;42;-1;-1
14;-1;-1;-1;-1;13;10;-1;12
15;25;35;-1;-1;-1;35;31;-1
16;21;-1;20;16;-1;20;15;-1
17;16;-1;14;16;13;-1;13;18
18;-1;52;-1;-1;-1;47;46;-1
19;-1;5;-1;-1;5;5;6;6
20;-1;-1;93;-1;64;-1;-1;-1
21;-1;13;9;12;12;11;9;10
22;12;-1;17;-1;-1;-1;-1;-1
23;-1;49;50;56;56;-1;-1;58
24;24;23;-1;22;21;19;-1;-1
25;39;-1;34;42;37;44;32;41
26;14;17;-1;18;14;14;16;14
27;-1;-1;11;11;-1;12;-1;-1
28;44;38;50;37;39;47;46;39
29;-1;82;-1;-1;-1;-1;-1;83
30;92;76;72;73;78;76;73;78
31;7;-1;8;11;9;9;11;-1
32;17;20;16;21;15;22;18;17
33;20;20;17;18;15;15;18;-1
34;-1;34;46;-1;46;40;44;37
35;81;93;90;68;85;72;82;64
36;-1;-1;-1;10;11;-1;9;7
37;35;41;39;39;41;35;32;-1
38;15;-1;17;15;-1;-1;15;-1
39;15;11;-1;14;-1;-1;-1;16
40;37;36;32;39;35;38;32;30
41;-1;10;10;14;-1;-1;-1;-1
42;-1;78;-1;-1;-1;-1;88;-1
43;48;-1;34;35;42;35;40;42
44;19;-1;19;21;22;20;18;19
45;-1;43;36;43;40;-1;38;42
46;-1;-1;-1;73;66;-1;-1;-1
47;79;-1;69;-1;-1;65;-1;-1
48;-1;32;-1;38;-1;40;-1;-1
49;-1;23;-1;-1;-1;23;18;23
50;36;-1;-1;40;-1;-1;37;-1
51;-1;35;31;32;37;32;28;31
52;86;90;67;-1;79;73;90;62
53;46;43;47;41;47;42;50;53
54;23;27;28;22;-1;-1;29;31
55;-1;-1;-1;28;25;-1;-1;-1
56;-1;23;22;21;-1;-1;-1;-1
57;23;21;23;15;23;19;15;16
58;15;-1;-1;18;-1;-1;-1;-1
59;17;-1;-1;-1;-1;-1;-1;13
60;-1;65;-1;-1;-1;-1;-1;71
61;46;44;-1;-1;45;-1;40;57
62;4;4;4;6;4;6;5;4
63;46;-1;45;30;45;44;35;45
64;6;6;7;7;8;-1;-1;6
65;-1;19;20;-1;15;16;15;-1
66;-1;39;52;41;43;50;-1;46
67;35;33;42;44;-1;-1;32;42
68;-1;21;17;22;17;-1;20;-1
69;4;-1;-1;6;4;4;4;6
70;16;11;12;-1;14;12;13;12
71;19;14;-1;-1;-1;14;14;-1
72;-1;-1;25;-1;23;-1;-1;-1
73;46;-1;-1;48;-1;-1;61;53
74;15;17;14;15;-1;16;13;-1
75;21;-1;-1;27;25;28;-1;29
76;-1;-1;-1;-1;6;-1;-1;5
77;22;27;31;-1;-1;34;27;-1
78;-1;-1;9;10;-1;-1;9;8
79;36;37;40;-1;36;-1;-1;49
80;-1;-1;60;61;56;44;52;43
81;61;72;-1;64;61;76;75;68
82;-1;-1;35;34;43;40;39;38
83;17;18;16;17;17;12;18;16
84;13;-1;-1;-1;-1;-1;19;16
85;-1;-1;17;14;-1;-1;-1;16
86;-1;41;56;47;54;54;42;41
87;15;-1;-1;17;19;14;17;15
88;34;35;-1;25;35;32;-1;25
89;25;-1;-1;-1;-1;-1;22;23
90;44;-1;-1;-1;55;-1;-1;-1
91;15;-1;15;17;19;18;18;18
92;12;18;15;12;16;17;15;-1
93;17;21;21;17;20;22;20;20
94;-1;14;-1;-1;-1;-1;15;-1
95;12;15;18;12;17;12;14;14
96;67;96;78;-1;94;-1;-1;80
97;-1;14;-1;16;20;-1;19;19
98;-1;-1;76;52;-1;-1;54;55
99;52;45;45;-1;43;44;41;-1
100;14;16;10;-1;-1;-1;10;-1
CAPABLE_MACHINES
1;1;1;1;0;1;1;1;1
2;0;0;1;0;1;1;0;0
3;1;1;1;1;0;1;1;1
4;1;1;1;1;0;1;0;0
5;1;1;1;1;1;1;1;1
6;1;0;1;1;1;0;0;0
7;1;1;1;0;1;0;0;1
8;0;1;1;0;1;0;0;0
9;0;1;0;1;1;1;0;1
10;1;1;0;1;1;1;0;1
11;1;1;1;1;1;1;1;1
12;1;1;1;1;1;1;1;1
13;0;0;1;0;0;1;0;0
14;0;0;0;0;1;1;0;1
15;1;1;0;0;0;1;1;0
16;1;0;1;1;0;1;1;0
17;1;0;1;1;1;0;1;1
18;0;1;0;0;0;1;1;0
19;0;1;0;0;1;1;1;1
20;0;0;1;0;1;0;0;0
21;0;1;1;1;1;1;1;1
22;1;0;1;0;0;0;0;0
23;0;1;1;1;1;0;0;1
24;1;1;0;1;1;1;0;0
25;1;0;1;1;1;1;1;1
26;1;1;0;1;1;1;1;1
27;0;0;1;1;0;1;0;0
28;1;1;1;1;1;1;1;1
29;0;1;0;0;0;0;0;1
30;1;1;1;1;1;1;1;1
31;1;0;1;1;1;1;1;0
32;1;1;1;1;1;1;1;1
33;1;1;1;1;1;1;1;0
34;0;1;1;0;1;1;1;1
35;1;1;1;1;1;1;1;1
36;0;0;0;1;1;0;1;1
37;1;1;1;1;1;1;1;0
38;1;0;1;1;0;0;1;0
39;1;1;0;1;0;0;0;1
40;1;1;1;1;1;1;1;1
41;0;1;1;1;0;0;0;0
42;0;1;0;0;0;0;1;0
43;1;0;1;1;1;1;1;1
44;1;0;1;1;1;1;1;1
45;0;1;1;1;1;0;1;1
46;0;0;0;1;1;0;0;0
47;1;0;1;0;0;1;0;0
48;0;1;0;1;0;1;0;0
49;0;1;0;0;0;1;1;1
50;1;0;0;1;0;0;1;0
51;0;1;1;1;1;1;1;1
52;1;1;1;0;1;1;1;1
