INSTANCE_SIZE
100;8
PROCESSING_TIMES
1;14;-1;-1;-1;14;14;14;-1
2;-1;-1;-1;17;24;23;16;21
3;47;-1;46;-1;-1;-1;-1;-1
4;-1;50;-1;45;39;-1;-1;57
5;33;-1;-1;-1;-1;32;35;-1
6;14;20;20;14;16;-1;15;20
7;-1;-1;-1;6;-1;-1;6;5
8;-1;-1;-1;14;-1;-1;12;-1
9;40;-1;40;54;-1;55;42;-1
10;-1;-1;9;12;10;-1;9;11
11;34;45;-1;-1;44;-1;-1;-1
12;-1;9;12;11;-1;-1;12;12
13;23;24;21;16;23;20;22;19
14;40;53;47;41;40;54;41;42
15;-1;45;47;-1;50;-1;48;-1
16;-1;78;-1;-1;87;-1;83;-1
17;40;38;36;-1;-1;29;28;28
18;45;41;40;-1;44;41;-1;40
19;38;46;45;40;33;36;35;31
20;57;60;46;54;61;50;46;49
21;-1;-1;72;76;-1;77;-1;92
22;-1;-1;67;58;-1;82;60;58
23;-1;-1;13;-1;-1;10;-1;-1
24;16;14;12;14;13;14;11;13
25;8;11;11;10;7;10;9;11
26;47;-1;50;-1;57;60;-1;58
27;11;10;8;12;9;8;9;11
28;9;-1;13;-1;9;-1;-1;10
29;70;66;59;61;66;72;55;59
30;-1;-1;-1;26;-1;36;-1;-1
31;49;36;40;42;41;49;-1;45
32;18;14;-1;-1;18;-1;-1;15
33;24;-1;24;-1;32;26;-1;33
34;44;40;33;-1;34;49;44;37
35;15;17;13;17;14;13;16;15
36;33;40;40;36;41;36;34;-1
37;35;29;33;32;26;-1;-1;26
38;-1;7;6;7;6;6;7;7
39;25;24;-1;26;21;-1;23;22
40;6;7;-1;6;6;-1;-1;-1
41;52;-1;-1;-1;-1;-1;-1;41
42;95;-1;92;-1;-1;72;-1;74
43;-1;-1;-1;-1;-1;58;-1;55
44;73;-1;68;-1;76;-1;69;85
45;-1;-1;-1;-1;16;-1;-1;15
46;-1;58;60;59;42;-1;-1;40
47;39;40;37;-1;-1;38;-1;-1
48;11;16;12;-1;14;12;15;13
49;42;32;-1;-1;-1;-1;-1;-1
50;44;44;-1;-1;42;-1;-1;53
51;6;10;-1;-1;-1;-1;-1;-1
52;-1;-1;36;43;-1;32;-1;39
53;28;24;24;22;-1;29;22;23
54;-1;33;-1;-1;-1;-1;-1;40
55;86;82;71;82;76;-1;-1;66
56;-1;40;49;36;38;42;41;-1
57;48;-1;-1;42;56;51;47;-1
58;-1;16;19;-1;-1;22;17;20
59;-1;40;-1;39;34;30;-1;-1
60;38;36;30;-1;37;-1;-1;-1
61;14;-1;16;15;12;16;11;13
62;-1;-1;21;-1;16;22;-1;17
63;-1;-1;-1;55;-1;-1;57;-1
64;9;-1;11;10;10;-1;9;-1
65;35;29;37;-1;-1;28;-1;-1
66;36;31;34;40;30;30;34;30
67;71;74;60;-1;69;68;88;90
68;41;57;49;59;49;56;42;58
69;-1;-1;-1;-1;17;-1;-1;19
70;14;17;14;16;19;16;-1;16
71;32;33;27;35;30;35;34;28
72;-1;-1;-1;50;74;-1;70;-1
73;-1;40;-1;49;-1;47;-1;45
74;17;-1;-1;-1;21;24;-1;-1
75;-1;7;-1;5;6;6;7;5
76;-1;-1;-1;-1;-1;78;72;-1
77;-1;13;-1;-1;13;13;13;15
78;-1;34;31;36;-1;27;-1;32
79;-1;51;-1;-1;44;51;39;-1
80;65;-1;-1;-1;72;56;-1;51
81;21;22;17;20;21;18;20;21
82;-1;18;-1;-1;18;21;-1;-1
83;56;63;57;81;-1;-1;-1;72
84;17;-1;-1;-1;-1;-1;16;15
85;-1;40;49;43;43;39;56;54
86;-1;14;17;-1;17;18;-1;18
87;52;48;50;43;49;-1;49;45
88;25;-1;-1;23;-1;-1;-1;-1
89;70;68;60;82;65;80;61;77
90;-1;-1;14;11;12;15;14;-1
91;-1;8;7;-1;-1;9;10;8
92;69;76;-1;73;81;-1;-1;63
93;6;8;-1;9;7;10;9;9
94;40;39;37;35;40;37;35;32
95;60;83;70;58;75;68;74;62
96;55;-1;45;-1;-1;58;-1;54
97;-1;-1;-1;-1;49;-1;51;50
98;-1;61;75;78;73;-1;59;69
99;-1;13;15;12;16;-1;12;17
100;-1;7;-1;-1;-1;-1;7;-1
CAPABLE_MACHINES
1;1;0;0;0;1;1;1;0
2;0;0;0;1;1;1;1;1
3;1;0;1;0;0;0;0;0
4;0;1;0;1;1;0;0;1
5;1;0;0;0;0;1;1;0
6;1;1;1;1;1;0;1;1
7;0;0;0;1;0;0;1;1
8;0;0;0;1;0;0;1;0
9;1;0;1;1;0;1;1;0
10;0;0;1;1;1;0;1;1
11;1;1;0;0;1;0;0;0
12;0;1;1;1;0;0;1;1
13;1;1;1;1;1;1;1;1
14;1;1;1;1;1;1;1;1
15;0;1;1;0;1;0;1;0
16;0;1;0;0;1;0;1;0
17;1;1;1;0;0;1;1;1
18;1;1;1;0;1;1;0;1
19;1;1;1;1;1;1;1;1
20;1;1;1;1;1;1;1;1
21;0;0;1;1;0;1;0;1
22;0;0;1;1;0;1;1;1
23;0;0;1;0;0;1;0;0
24;1;1;1;1;1;1;1;1
25;1;1;1;1;1;1;1;1
26;1;0;1;0;1;1;0;1
27;1;1;1;1;1;1;1;1
28;1;0;1;0;1;0;0;1
29;1;1;1;1;1;1;1;1
30;0;0;0;1;0;1;0;0
31;1;1;1;1;1;1;0;1
32;1;1;0;0;1;0;0;1
33;1;0;1;0;1;1;0;1
34;1;1;1;0;1;1;1;1
35;1;1;1;1;1;1;1;1
36;1;1;1;1;1;1;1;0
37;1;1;1;1;1;0;0;1
38;0;1;1;1;1;1;1;1
39;1;1;0;1;1;0;1;1
40;1;1;0;1;1;0;0;0
41;1;0;0;0;0;0;0;1
42;1;0;1;0;0;1;0;1
43;0;0;0;0;0;1;0;1
44;1;0;1;0;1;0;1;1
45;0;0;0;0;1;0;0;1
46;0;1;1;1;1;0;0;1
47;1;1;1;0;0;1;0;0
48;1;1;1;0;1;1;1;1
49;1;1;0;0;0;0;0;0
50;1;1;0;0;1;0;0;1
51;1;1;0;0;0;0;0;0
52;0;0;1;1;0;1;0;1
53;1;1;1;1;0;1;1;1
54;0;1;0;0;0;0;0;1
55;1;1;1;1;1;0;0;1
56;0;1;1;1;1;1;1;0
57;1;0;0;1;1;1;1;0
58;0;1;1;0;0;1;1;1
59;0;1;0;1;1;1;0;0
60;1;1;1;0;1;0;0;0
61;1;0;1;1;1;1;1;1
62;0;0;1;0;1;1;0;1
63;0;0;0;1;0;0;1;0
64;1;0;1;1;1;0;1;0
65;1;1;1;0;0;1;0;0
66;1;1;1;1;1;1;1;1
67;1;1;1;0;1;1;1;1
68;1;1;1;1;1;1;1;1
69;0;0;0;0;1;0;0;1
70;1;1;1;1;1;1;0;1
71;1;1;1;1;1;1;1;1
72;0;0;0;1;1;0;1;0
73;0;1;0;1;0;1;0;1
74;1;0;0;0;1;1;0;0
75;0;1;0;1;1;1;1;1
76;0;0;0;0;0;1;1;0
77;0;1;0;0;1;1;1;1
78;0;1;1;1;0;1;0;1
79;0;1;0;0;1;1;1;0
80;1;0;0;0;1;1;0;1
81;1;1;1;1;1;1;1;1
82;0;1;0;0;1;1;0;0
83;1;1;1;1;0;0;0;1
84;1;0;0;0;0;0;1;1
85;0;1;1;1;1;1;1;1
86;0;1;1;0;1;1;0;1
87;1;1;1;1;1;0;1;1
88;1;0;0;1;0;0;0;0
89;1;1;1;1;1;1;1;1
90;0;0;1;1;1;1;1;0
91;0;1;1;0;0;1;1;1
92;1;1;0;1;1;0;0;1
93;1;1;0;1;1;1;1;1
94;1;1;1;1;1;1;1;1
95;1;1;1;1;1;1;1;1
96;1;0;1;0;0;1;0;1
97;0;0;0;0;1;0;1;1
98;0;1;1;1;1;0;1;1
99;0;1;1;1;1;0;1;1
100;0;1;0;0;0;0;1;0
