INSTANCE_SIZE
50;5
PROCESSING_TIMES
1;14;-1;-1;-1;15
2;-1;39;37;39;36
3;-1;8;7;-1;-1
4;68;-1;83;79;75
5;76;79;-1;65;93
6;16;16;19;-1;-1
7;-1;16;-1;16;20
8;-1;15;13;15;15
9;12;15;12;17;-1
10;-1;34;-1;25;-1
11;14;11;13;13;-1
12;32;36;41;31;33
13;15;-1;13;-1;13
14;18;19;-1;18;19
15;16;-1;16;16;16
16;18;-1;18;25;18
17;42;31;42;40;33
18;52;59;60;66;51
19;-1;23;22;-1;-1
20;18;16;17;22;22
21;65;49;66;48;64
22;54;-1;73;52;68
23;11;-1;-1;-1;12
24;-1;-1;-1;39;31
25;36;39;-1;-1;30
26;37;28;29;28;-1
27;12;8;-1;11;-1
28;49;43;40;47;43
29;-1;36;-1;46;46
30;16;19;17;22;19
31;-1;13;10;-1;13
32;47;38;-1;51;45
33;35;34;33;48;-1
34;69;61;69;-1;74
35;44;39;39;51;52
36;35;27;39;-1;39
37;16;17;19;20;19
38;-1;44;-1;50;45
39;-1;-1;-1;62;54
40;4;6;-1;5;6
41;4;6;4;4;4
42;-1;44;-1;-1;41
43;54;49;45;60;55
44;12;15;16;17;16
45;28;-1;32;-1;-1
46;64;-1;-1;86;-1
47;7;10;-1;8;6
48;17;18;-1;16;16
49;49;43;56;50;48
50;8;8;6;6;8
CAPABLE_MACHINES
1;1;0;0;0;1
2;0;1;1;1;1
3;0;1;1;0;0
4;1;0;1;1;1
5;1;1;0;1;1
6;1;1;1;0;0
7;0;1;0;1;1
8;0;1;1;1;1
9;1;1;1;1;0
10;0;1;0;1;0
11;1;1;1;1;0
12;1;1;1;1;1
13;1;0;1;0;1
14;1;1;0;1;1
15;1;0;1;1;1
16;1;0;1;1;1
17;1;1;1;1;1
18;1;1;1;1;1
19;0;1;1;0;0
20;1;1;1;1;1
21;1;1;1;1;1
22;1;0;1;1;1
23;1;0;0;0;1
24;0;0;0;1;1
25;1;1;0;0;1
26;1;1;1;1;0
27;1;1;0;1;0
28;1;1;1;1;1
29;0;1;0;1;1
30;1;1;1;1;1
31;0;1;1;0;1
32;1;1;0;1;1
33;1;1;1;1;0
34;1;1;1;0;1
35;1;1;1;1;1
36;1;1;1;0;1
37;1;1;1;1;1
38;0;1;0;1;1
39;0;0;0;1;1
40;1;1;0;1;1
41;1;1;1;1;1
42;0;1;0;0;1
43;1;1;1;1;1
44;1;1;1;1;1
45;1;0;1;0;0
46;1;0;0;1;0
47;1;1;0;1;1
48;1;1;0;1;1
49;1;1;1;1;1
50;1;1;1;1;1
