INSTANCE_SIZE
25;3
PROCESSING_TIMES
1;32;29;28
2;38;-1;31
3;15;13;11
4;31;-1;43
5;8;10;7
6;25;-1;27
7;-1;14;15
8;21;30;-1
9;9;9;10
10;-1;27;32
11;-1;38;53
12;67;62;-1
13;67;70;68
14;50;-1;50
15;59;40;43
16;17;11;15
17;71;87;80
18;27;38;33
19;40;52;58
20;60;64;-1
21;39;-1;48
22;17;15;16
23;13;18;16
24;16;15;14
25;55;53;-1
CAPABLE_MACHINES
1;1;1;1
2;1;0;1
3;1;1;1
4;1;0;1
5;1;1;1
6;1;0;1
7;0;1;1
8;1;1;0
9;1;1;1
10;0;1;1
11;0;1;1
12;1;1;0
13;1;1;1
14;1;0;1
15;1;1;1
16;1;1;1
17;1;1;1
18;1;1;1
19;1;1;1
20;1;1;0
21;1;0;1
22;1;1;1
23;1;1;1
24;1;1;1
25;1;1;0
