900;;;
1;183.56;123.68;123.68
2;148.36;107.68;107.68
3;161.92;128.24;107.68
4;160.12;136.84;107.68
5;148.96;129.84;107.68
6;162.68;129.20;107.68
7;128.80;119.56;107.68
8;150.08;122.20;107.68
9;128.68;118.40;107.68
10;151.00;126.44;107.68
11;140.64;119.96;107.68
12;156.00;131.76;107.68
13;196.28;132.04;107.68
14;137.88;125.08;107.68
15;150.04;133.48;107.68
16;152.80;127.92;107.68
17;140.60;128.44;107.68
18;128.36;124.16;107.68
19;136.60;136.60;107.68
20;222.76;117.52;107.68
21;150.48;111.12;107.68
22;156.04;116.64;107.68
23;156.20;134.28;107.68
24;146.44;131.24;107.68
25;135.48;132.48;107.68
26;145.32;124.32;107.68
27;147.56;122.52;107.68
28;138.60;128.44;107.68
29;159.64;110.72;107.68
30;150.08;132.52;107.68
31;140.52;126.84;107.68
32;155.60;127.08;107.68
33;139.08;136.56;107.68
34;144.12;131.40;107.68
35;142.32;129.00;107.68
36;137.24;117.32;107.68
37;148.76;126.64;107.68
38;166.48;131.00;107.68
39;172.16;125.84;107.68
40;141.20;119.56;107.68
41;126.04;118.96;107.68
42;175.16;107.60;107.60
43;171.04;125.76;107.60
44;143.08;129.28;107.60
45;153.28;119.80;107.60
46;148.24;114.40;107.60
47;136.08;125.64;107.60
48;150.56;133.92;107.60
49;149.04;121.00;107.60
50;158.04;110.84;107.60
51;120.08;112.40;107.60
52;167.28;118.16;107.60
53;130.40;123.64;107.60
54;137.80;128.52;107.60
55;153.00;126.72;107.60
56;159.28;122.48;107.60
57;172.16;125.96;107.60
58;135.24;129.48;107.60
59;153.52;110.84;107.60
60;115.68;115.68;107.60
61;115.12;115.12;107.60
62;187.04;123.12;107.60
63;144.68;131.88;107.60
64;153.88;122.96;107.60
65;136.84;121.00;107.60
66;150.16;111.48;107.60
67;152.36;130.44;107.60
68;126.80;122.44;107.60
69;191.16;119.40;107.60
70;150.64;122.80;107.60
71;153.64;128.80;107.60
72;172.28;128.68;107.60
73;155.12;127.16;107.60
74;143.00;129.12;107.60
75;150.80;130.88;107.60
76;169.76;129.68;107.60
77;136.04;134.32;107.60
78;166.80;128.44;107.60
79;168.08;128.84;107.60
80;148.84;133.24;107.60
81;166.08;142.40;107.60
82;127.84;123.52;107.60
83;122.72;122.72;107.60
84;144.48;134.64;107.60
85;141.60;118.48;107.60
86;157.44;132.00;107.60
87;157.88;119.56;107.60
88;156.00;138.84;107.60
89;140.44;116.56;107.60
90;168.44;119.92;107.60
91;172.96;126.76;107.60
92;142.96;117.28;107.60
93;125.92;117.76;107.60
94;135.84;135.84;107.60
95;155.80;127.92;107.60
96;150.40;125.88;107.60
97;150.72;131.72;107.60
98;163.96;115.56;107.60
99;124.64;107.64;107.60
100;144.12;115.32;107.60
101;158.72;116.44;107.60
102;162.60;124.32;107.60
103;150.84;131.76;107.60
104;143.96;128.36;107.60
105;159.28;114.08;107.60
106;155.88;115.72;107.60
107;157.96;124.04;107.60
108;135.20;124.96;107.60
109;135.16;122.12;107.60
110;144.04;112.28;107.60
111;159.96;117.36;107.60
112;156.12;118.76;107.60
113;162.12;125.28;107.60
114;125.60;110.04;107.60
115;157.80;129.80;107.60
116;141.76;135.04;107.60
117;165.48;122.96;107.60
118;126.88;126.88;107.60
119;145.00;132.72;107.60
120;163.80;136.76;107.60
121;164.12;134.80;107.60
122;159.76;136.00;107.60
123;158.28;127.16;107.60
124;159.64;127.76;107.60
125;154.68;128.36;107.60
126;155.16;130.04;107.60
127;163.52;130.64;107.60
128;156.20;120.84;107.60
129;144.88;115.60;107.60
130;145.48;134.64;107.60
131;137.96;127.00;107.60
132;177.80;136.40;107.60
133;163.48;131.60;107.60
134;131.48;124.20;107.60
135;120.80;120.80;107.60
136;133.08;129.88;107.60
137;125.68;121.52;107.60
138;140.60;129.16;107.60
139;139.96;121.24;107.60
140;135.32;122.32;107.60
141;135.20;127.36;107.60
142;146.40;123.72;107.60
143;137.68;127.76;107.60
144;133.44;117.36;107.60
145;158.04;114.88;107.60
146;141.24;123.56;107.60
147;158.20;127.88;107.60
148;141.88;120.24;107.60
149;124.32;109.64;107.60
150;130.28;127.56;107.60
151;121.04;116.64;107.60
152;138.32;125.40;107.60
153;144.40;136.64;107.60
154;141.44;130.76;107.60
155;145.84;127.80;107.60
156;162.64;119.00;107.60
157;138.80;129.16;107.60
158;194.16;137.00;107.60
159;143.16;128.36;107.60
160;182.48;127.36;107.60
161;147.92;127.28;107.60
162;143.12;123.32;107.60
163;148.52;119.36;107.60
164;133.96;124.60;107.60
165;134.12;125.76;107.60
166;133.76;129.80;107.60
167;143.60;128.48;107.60
168;136.80;127.52;107.60
169;153.56;133.16;107.60
170;127.72;122.04;107.60
171;145.96;116.00;107.60
172;131.08;111.16;107.60
173;132.84;132.84;107.60
174;123.72;120.44;107.60
175;176.96;134.64;107.60
176;156.28;121.60;107.60
177;154.48;120.76;107.60
178;143.64;118.80;107.60
179;172.48;123.76;107.60
180;157.04;129.92;107.60
181;139.08;117.16;107.60
182;154.16;130.88;107.60
183;138.04;110.52;107.60
184;137.08;129.72;107.60
185;163.64;115.40;107.60
186;148.60;129.04;107.60
187;157.56;139.28;107.60
188;137.96;121.96;107.60
189;154.28;123.52;107.60
190;139.20;111.48;107.60
191;138.00;135.92;107.60
192;168.12;126.56;107.60
193;133.52;112.52;107.60
194;136.16;132.00;107.60
195;134.92;122.08;107.60
196;149.20;119.40;107.60
197;124.04;122.72;107.60
198;144.88;116.96;107.60
199;131.04;117.12;107.60
200;141.08;134.84;107.60
201;153.28;115.28;107.60
202;135.56;116.36;107.60
203;174.64;117.20;107.60
204;144.88;122.76;107.60
205;143.20;133.56;107.60
206;140.92;111.60;107.60
207;137.64;117.92;107.60
208;199.72;122.36;107.60
209;151.48;128.48;107.60
210;148.76;119.20;107.60
211;148.36;118.76;107.60
