900;;;
1;229.52;200.18;200.18
2;224.20;185.18;185.18
3;216.79;195.52;185.18
4;242.08;194.00;185.18
5;220.73;191.25;185.18
6;236.82;201.16;185.18
7;215.19;197.04;185.18
8;218.05;196.60;185.18
9;217.99;197.37;185.18
10;229.72;192.97;185.18
11;233.48;189.89;185.18
12;234.51;194.88;185.18
13;234.60;189.19;185.18
14;215.71;193.75;185.18
15;221.07;200.27;185.18
16;225.56;195.42;185.18
17;203.79;188.71;185.18
18;229.62;201.56;185.18
19;209.83;189.28;185.18
20;236.44;197.72;185.18
21;235.03;197.45;185.18
22;216.16;195.42;185.18
23;257.29;196.36;185.18
24;202.49;189.56;185.18
25;221.54;195.09;185.18
26;237.16;199.29;185.18
27;225.76;192.84;185.18
28;232.17;188.66;185.18
29;218.83;194.26;185.18
30;225.32;189.81;185.18
31;208.50;192.41;185.18
32;213.92;197.71;185.18
33;223.20;194.32;185.18
34;224.65;199.30;185.18
35;230.79;191.54;185.18
36;218.15;192.18;185.18
37;225.13;189.57;185.18
38;199.50;195.08;185.18
39;206.80;192.25;185.18
40;257.67;191.50;185.18
41;205.85;189.79;185.18
42;206.09;195.14;185.18
43;208.69;189.97;185.18
44;248.31;196.92;185.18
45;216.74;192.28;185.18
46;218.06;198.46;185.18
47;213.03;202.05;185.18
48;236.43;194.66;185.18
49;205.77;194.03;185.18
50;225.37;196.80;185.18
51;222.64;196.99;185.18
52;216.94;194.62;185.18
53;207.31;196.94;185.18
54;228.34;202.23;185.18
55;215.72;190.39;185.18
56;226.55;202.07;185.18
57;252.65;193.13;185.18
58;213.88;195.86;185.18
59;219.15;194.25;185.18
60;220.95;193.01;185.18
61;224.21;191.65;185.18
62;214.19;197.23;185.18
63;216.30;196.66;185.18
64;226.60;194.51;185.18
65;221.49;190.71;185.18
66;206.87;188.43;185.18
67;197.34;197.34;185.18
68;232.05;197.60;185.18
69;223.37;192.67;185.18
70;232.75;201.10;185.18
71;238.98;195.82;185.18
72;213.96;192.08;185.18
73;206.93;192.84;185.18
74;259.01;196.00;185.18
75;214.74;203.24;185.18
76;225.86;195.35;185.18
77;218.37;191.24;185.18
78;222.71;192.06;185.18
79;219.22;198.08;185.18
80;207.30;190.38;185.18
81;213.79;191.91;185.18
82;226.42;196.19;185.18
83;201.78;196.82;185.18
84;214.29;197.80;185.18
85;223.33;192.81;185.18
86;197.69;189.75;185.18
87;226.44;199.95;185.18
88;211.78;194.59;185.18
89;222.64;191.98;185.18
90;223.93;196.79;185.18
91;208.55;190.97;185.18
92;229.21;189.60;185.18
93;224.41;201.33;185.18
94;207.42;199.69;185.18
95;231.04;190.21;185.18
96;207.28;201.86;185.18
97;223.50;197.86;185.18
98;198.95;198.14;185.18
99;216.25;192.47;185.18
100;206.85;195.48;185.18
101;222.86;196.02;185.18
102;213.83;192.58;185.18
103;224.31;192.42;185.18
104;220.17;191.35;185.18
105;234.53;188.91;185.18
